,DJIA,Fecha,Year,Month,Day
2772,11674.76,2011-01-07,2011,1,7
2773,11637.45,2011-01-10,2011,1,10
2774,11671.88,2011-01-11,2011,1,11
2775,11755.44,2011-01-12,2011,1,12
2776,11731.9,2011-01-13,2011,1,13
2777,11787.38,2011-01-14,2011,1,14
2778,11837.93,2011-01-18,2011,1,18
2779,11825.29,2011-01-19,2011,1,19
2780,11822.8,2011-01-20,2011,1,20
2781,11871.84,2011-01-21,2011,1,21
2782,11980.52,2011-01-24,2011,1,24
2783,11977.19,2011-01-25,2011,1,25
2784,11985.44,2011-01-26,2011,1,26
2785,11989.83,2011-01-27,2011,1,27
2786,11823.7,2011-01-28,2011,1,28
2787,11891.93,2011-01-31,2011,1,31
2788,12040.16,2011-02-01,2011,2,1
2789,12041.97,2011-02-02,2011,2,2
2790,12062.26,2011-02-03,2011,2,3
2791,12092.15,2011-02-04,2011,2,4
2792,12161.63,2011-02-07,2011,2,7
2793,12233.15,2011-02-08,2011,2,8
2794,12239.89,2011-02-09,2011,2,9
2795,12229.29,2011-02-10,2011,2,10
2796,12273.26,2011-02-11,2011,2,11
2797,12268.19,2011-02-14,2011,2,14
2798,12226.64,2011-02-15,2011,2,15
2799,12288.17,2011-02-16,2011,2,16
2800,12318.14,2011-02-17,2011,2,17
2801,12391.25,2011-02-18,2011,2,18
2802,12212.79,2011-02-22,2011,2,22
2803,12105.78,2011-02-23,2011,2,23
2804,12068.5,2011-02-24,2011,2,24
2805,12130.45,2011-02-25,2011,2,25
2806,12226.34,2011-02-28,2011,2,28
2807,12058.02,2011-03-01,2011,3,1
2808,12066.8,2011-03-02,2011,3,2
2809,12258.2,2011-03-03,2011,3,3
2810,12169.88,2011-03-04,2011,3,4
2811,12090.03,2011-03-07,2011,3,7
2812,12214.38,2011-03-08,2011,3,8
2813,12213.09,2011-03-09,2011,3,9
2814,11984.61,2011-03-10,2011,3,10
2815,12044.4,2011-03-11,2011,3,11
2816,11993.16,2011-03-14,2011,3,14
2817,11855.42,2011-03-15,2011,3,15
2818,11613.3,2011-03-16,2011,3,16
2819,11774.59,2011-03-17,2011,3,17
2820,11858.52,2011-03-18,2011,3,18
2821,12036.53,2011-03-21,2011,3,21
2822,12018.63,2011-03-22,2011,3,22
2823,12086.02,2011-03-23,2011,3,23
2824,12170.56,2011-03-24,2011,3,24
2825,12220.59,2011-03-25,2011,3,25
2826,12197.88,2011-03-28,2011,3,28
2827,12279.01,2011-03-29,2011,3,29
2828,12350.61,2011-03-30,2011,3,30
2829,12319.73,2011-03-31,2011,3,31
2830,12376.72,2011-04-01,2011,4,1
2831,12400.03,2011-04-04,2011,4,4
2832,12393.9,2011-04-05,2011,4,5
2833,12426.75,2011-04-06,2011,4,6
2834,12409.49,2011-04-07,2011,4,7
2835,12380.05,2011-04-08,2011,4,8
2836,12381.11,2011-04-11,2011,4,11
2837,12263.58,2011-04-12,2011,4,12
2838,12270.99,2011-04-13,2011,4,13
2839,12285.15,2011-04-14,2011,4,14
2840,12341.83,2011-04-15,2011,4,15
2841,12201.59,2011-04-18,2011,4,18
2842,12266.75,2011-04-19,2011,4,19
2843,12453.54,2011-04-20,2011,4,20
2844,12505.99,2011-04-21,2011,4,21
2845,12479.88,2011-04-25,2011,4,25
2846,12595.37,2011-04-26,2011,4,26
2847,12690.96,2011-04-27,2011,4,27
2848,12763.31,2011-04-28,2011,4,28
2849,12810.54,2011-04-29,2011,4,29
2850,12807.36,2011-05-02,2011,5,2
2851,12807.51,2011-05-03,2011,5,3
2852,12723.58,2011-05-04,2011,5,4
2853,12584.17,2011-05-05,2011,5,5
2854,12638.74,2011-05-06,2011,5,6
2855,12684.68,2011-05-09,2011,5,9
2856,12760.36,2011-05-10,2011,5,10
2857,12630.03,2011-05-11,2011,5,11
2858,12695.92,2011-05-12,2011,5,12
2859,12595.75,2011-05-13,2011,5,13
2860,12548.37,2011-05-16,2011,5,16
2861,12479.58,2011-05-17,2011,5,17
2862,12560.18,2011-05-18,2011,5,18
2863,12605.32,2011-05-19,2011,5,19
2864,12512.04,2011-05-20,2011,5,20
2865,12381.26,2011-05-23,2011,5,23
2866,12356.21,2011-05-24,2011,5,24
2867,12394.66,2011-05-25,2011,5,25
2868,12402.76,2011-05-26,2011,5,26
2869,12441.58,2011-05-27,2011,5,27
2870,12569.79,2011-05-31,2011,5,31
2871,12290.14,2011-06-01,2011,6,1
2872,12248.55,2011-06-02,2011,6,2
2873,12151.26,2011-06-03,2011,6,3
2874,12089.96,2011-06-06,2011,6,6
2875,12070.81,2011-06-07,2011,6,7
2876,12048.94,2011-06-08,2011,6,8
2877,12124.36,2011-06-09,2011,6,9
2878,11951.91,2011-06-10,2011,6,10
2879,11952.97,2011-06-13,2011,6,13
2880,12076.11,2011-06-14,2011,6,14
2881,11897.27,2011-06-15,2011,6,15
2882,11961.52,2011-06-16,2011,6,16
2883,12004.36,2011-06-17,2011,6,17
2884,12080.38,2011-06-20,2011,6,20
2885,12190.01,2011-06-21,2011,6,21
2886,12109.67,2011-06-22,2011,6,22
2887,12050.0,2011-06-23,2011,6,23
2888,11934.58,2011-06-24,2011,6,24
2889,12043.56,2011-06-27,2011,6,27
2890,12188.69,2011-06-28,2011,6,28
2891,12261.42,2011-06-29,2011,6,29
2892,12414.34,2011-06-30,2011,6,30
2893,12582.77,2011-07-01,2011,7,1
2894,12569.87,2011-07-05,2011,7,5
2895,12626.02,2011-07-06,2011,7,6
2896,12719.49,2011-07-07,2011,7,7
2897,12657.2,2011-07-08,2011,7,8
2898,12505.76,2011-07-11,2011,7,11
2899,12446.88,2011-07-12,2011,7,12
2900,12491.61,2011-07-13,2011,7,13
2901,12437.12,2011-07-14,2011,7,14
2902,12479.73,2011-07-15,2011,7,15
2903,12385.16,2011-07-18,2011,7,18
2904,12587.42,2011-07-19,2011,7,19
2905,12571.91,2011-07-20,2011,7,20
2906,12724.41,2011-07-21,2011,7,21
2907,12681.16,2011-07-22,2011,7,22
2908,12592.8,2011-07-25,2011,7,25
2909,12501.3,2011-07-26,2011,7,26
2910,12302.55,2011-07-27,2011,7,27
2911,12240.11,2011-07-28,2011,7,28
2912,12143.24,2011-07-29,2011,7,29
2913,12132.49,2011-08-01,2011,8,1
2914,11866.62,2011-08-02,2011,8,2
2915,11896.44,2011-08-03,2011,8,3
2916,11383.68,2011-08-04,2011,8,4
2917,11444.61,2011-08-05,2011,8,5
2918,10809.85,2011-08-08,2011,8,8
2919,11239.77,2011-08-09,2011,8,9
2920,10719.94,2011-08-10,2011,8,10
2921,11143.31,2011-08-11,2011,8,11
2922,11269.02,2011-08-12,2011,8,12
2923,11482.9,2011-08-15,2011,8,15
2924,11405.93,2011-08-16,2011,8,16
2925,11410.21,2011-08-17,2011,8,17
2926,10990.58,2011-08-18,2011,8,18
2927,10817.65,2011-08-19,2011,8,19
2928,10854.65,2011-08-22,2011,8,22
2929,11176.76,2011-08-23,2011,8,23
2930,11320.71,2011-08-24,2011,8,24
2931,11149.82,2011-08-25,2011,8,25
2932,11284.54,2011-08-26,2011,8,26
2933,11539.25,2011-08-29,2011,8,29
2934,11559.95,2011-08-30,2011,8,30
2935,11613.53,2011-08-31,2011,8,31
2936,11493.57,2011-09-01,2011,9,1
2937,11240.26,2011-09-02,2011,9,2
2938,11139.3,2011-09-06,2011,9,6
2939,11414.86,2011-09-07,2011,9,7
2940,11295.81,2011-09-08,2011,9,8
2941,10992.13,2011-09-09,2011,9,9
2942,11061.12,2011-09-12,2011,9,12
2943,11105.85,2011-09-13,2011,9,13
2944,11246.73,2011-09-14,2011,9,14
2945,11433.18,2011-09-15,2011,9,15
2946,11509.09,2011-09-16,2011,9,16
2947,11401.01,2011-09-19,2011,9,19
2948,11408.66,2011-09-20,2011,9,20
2949,11124.84,2011-09-21,2011,9,21
2950,10733.83,2011-09-22,2011,9,22
2951,10771.48,2011-09-23,2011,9,23
2952,11043.86,2011-09-26,2011,9,26
2953,11190.69,2011-09-27,2011,9,27
2954,11010.9,2011-09-28,2011,9,28
2955,11153.98,2011-09-29,2011,9,29
2956,10913.38,2011-09-30,2011,9,30
2957,10655.3,2011-10-03,2011,10,3
2958,10808.71,2011-10-04,2011,10,4
2959,10939.95,2011-10-05,2011,10,5
2960,11123.33,2011-10-06,2011,10,6
2961,11103.12,2011-10-07,2011,10,7
2962,11433.18,2011-10-10,2011,10,10
2963,11416.3,2011-10-11,2011,10,11
2964,11518.85,2011-10-12,2011,10,12
2965,11478.13,2011-10-13,2011,10,13
2966,11644.49,2011-10-14,2011,10,14
2967,11397.0,2011-10-17,2011,10,17
2968,11577.05,2011-10-18,2011,10,18
2969,11504.62,2011-10-19,2011,10,19
2970,11541.78,2011-10-20,2011,10,20
2971,11808.79,2011-10-21,2011,10,21
2972,11913.62,2011-10-24,2011,10,24
2973,11706.62,2011-10-25,2011,10,25
2974,11869.04,2011-10-26,2011,10,26
2975,12208.55,2011-10-27,2011,10,27
2976,12231.11,2011-10-28,2011,10,28
2977,11955.01,2011-10-31,2011,10,31
2978,11657.96,2011-11-01,2011,11,1
2979,11836.04,2011-11-02,2011,11,2
2980,12044.47,2011-11-03,2011,11,3
2981,11983.24,2011-11-04,2011,11,4
2982,12068.39,2011-11-07,2011,11,7
2983,12170.18,2011-11-08,2011,11,8
2984,11780.94,2011-11-09,2011,11,9
2985,11893.79,2011-11-10,2011,11,10
2986,12153.68,2011-11-11,2011,11,11
2987,12078.98,2011-11-14,2011,11,14
2988,12096.16,2011-11-15,2011,11,15
2989,11905.59,2011-11-16,2011,11,16
2990,11770.73,2011-11-17,2011,11,17
2991,11796.16,2011-11-18,2011,11,18
2992,11547.31,2011-11-21,2011,11,21
2993,11493.72,2011-11-22,2011,11,22
2994,11257.55,2011-11-23,2011,11,23
2995,11231.78,2011-11-25,2011,11,25
2996,11523.01,2011-11-28,2011,11,28
2997,11555.63,2011-11-29,2011,11,29
2998,12045.68,2011-11-30,2011,11,30
2999,12020.03,2011-12-01,2011,12,1
3000,12019.42,2011-12-02,2011,12,2
3001,12097.83,2011-12-05,2011,12,5
3002,12150.13,2011-12-06,2011,12,6
3003,12196.37,2011-12-07,2011,12,7
3004,11997.7,2011-12-08,2011,12,8
3005,12184.26,2011-12-09,2011,12,9
3006,12021.39,2011-12-12,2011,12,12
3007,11954.94,2011-12-13,2011,12,13
3008,11823.48,2011-12-14,2011,12,14
3009,11868.81,2011-12-15,2011,12,15
3010,11866.39,2011-12-16,2011,12,16
3011,11766.26,2011-12-19,2011,12,19
3012,12103.58,2011-12-20,2011,12,20
3013,12107.74,2011-12-21,2011,12,21
3014,12169.65,2011-12-22,2011,12,22
3015,12294.0,2011-12-23,2011,12,23
3016,12291.35,2011-12-27,2011,12,27
3017,12151.41,2011-12-28,2011,12,28
3018,12287.04,2011-12-29,2011,12,29
3019,12217.56,2011-12-30,2011,12,30
3020,12397.38,2012-01-03,2012,1,3
3021,12418.42,2012-01-04,2012,1,4
3022,12415.7,2012-01-05,2012,1,5
3023,12359.92,2012-01-06,2012,1,6
3024,12392.69,2012-01-09,2012,1,9
3025,12462.47,2012-01-10,2012,1,10
3026,12449.45,2012-01-11,2012,1,11
3027,12471.02,2012-01-12,2012,1,12
3028,12422.06,2012-01-13,2012,1,13
3029,12482.07,2012-01-17,2012,1,17
3030,12578.95,2012-01-18,2012,1,18
3031,12623.98,2012-01-19,2012,1,19
3032,12720.48,2012-01-20,2012,1,20
3033,12708.82,2012-01-23,2012,1,23
3034,12675.75,2012-01-24,2012,1,24
3035,12756.96,2012-01-25,2012,1,25
3036,12734.63,2012-01-26,2012,1,26
3037,12660.46,2012-01-27,2012,1,27
3038,12653.72,2012-01-30,2012,1,30
3039,12632.91,2012-01-31,2012,1,31
3040,12716.46,2012-02-01,2012,2,1
3041,12705.41,2012-02-02,2012,2,2
3042,12862.23,2012-02-03,2012,2,3
3043,12845.13,2012-02-06,2012,2,6
3044,12878.2,2012-02-07,2012,2,7
3045,12883.95,2012-02-08,2012,2,8
3046,12890.46,2012-02-09,2012,2,9
3047,12801.23,2012-02-10,2012,2,10
3048,12874.04,2012-02-13,2012,2,13
3049,12878.28,2012-02-14,2012,2,14
3050,12780.95,2012-02-15,2012,2,15
3051,12904.08,2012-02-16,2012,2,16
3052,12949.87,2012-02-17,2012,2,17
3053,12965.69,2012-02-21,2012,2,21
3054,12938.67,2012-02-22,2012,2,22
3055,12984.69,2012-02-23,2012,2,23
3056,12982.95,2012-02-24,2012,2,24
3057,12981.51,2012-02-27,2012,2,27
3058,13005.12,2012-02-28,2012,2,28
3059,12952.07,2012-02-29,2012,2,29
3060,12980.3,2012-03-01,2012,3,1
3061,12977.57,2012-03-02,2012,3,2
3062,12962.81,2012-03-05,2012,3,5
3063,12759.15,2012-03-06,2012,3,6
3064,12837.33,2012-03-07,2012,3,7
3065,12907.94,2012-03-08,2012,3,8
3066,12922.02,2012-03-09,2012,3,9
3067,12959.71,2012-03-12,2012,3,12
3068,13177.68,2012-03-13,2012,3,13
3069,13194.1,2012-03-14,2012,3,14
3070,13252.76,2012-03-15,2012,3,15
3071,13232.62,2012-03-16,2012,3,16
3072,13239.13,2012-03-19,2012,3,19
3073,13170.19,2012-03-20,2012,3,20
3074,13124.62,2012-03-21,2012,3,21
3075,13046.14,2012-03-22,2012,3,22
3076,13080.73,2012-03-23,2012,3,23
3077,13241.63,2012-03-26,2012,3,26
3078,13197.73,2012-03-27,2012,3,27
3079,13126.21,2012-03-28,2012,3,28
3080,13145.82,2012-03-29,2012,3,29
3081,13212.04,2012-03-30,2012,3,30
3082,13264.49,2012-04-02,2012,4,2
3083,13199.55,2012-04-03,2012,4,3
3084,13074.75,2012-04-04,2012,4,4
3085,13060.14,2012-04-05,2012,4,5
3086,12929.59,2012-04-09,2012,4,9
3087,12715.93,2012-04-10,2012,4,10
3088,12805.39,2012-04-11,2012,4,11
3089,12986.58,2012-04-12,2012,4,12
3090,12849.59,2012-04-13,2012,4,13
3091,12921.41,2012-04-16,2012,4,16
3092,13115.54,2012-04-17,2012,4,17
3093,13032.75,2012-04-18,2012,4,18
3094,12964.1,2012-04-19,2012,4,19
3095,13029.26,2012-04-20,2012,4,20
3096,12927.17,2012-04-23,2012,4,23
3097,13001.56,2012-04-24,2012,4,24
3098,13090.72,2012-04-25,2012,4,25
3099,13204.62,2012-04-26,2012,4,26
3100,13228.31,2012-04-27,2012,4,27
3101,13213.63,2012-04-30,2012,4,30
3102,13279.32,2012-05-01,2012,5,1
3103,13268.57,2012-05-02,2012,5,2
3104,13206.59,2012-05-03,2012,5,3
3105,13038.27,2012-05-04,2012,5,4
3106,13008.53,2012-05-07,2012,5,7
3107,12932.09,2012-05-08,2012,5,8
3108,12835.06,2012-05-09,2012,5,9
3109,12855.04,2012-05-10,2012,5,10
3110,12820.6,2012-05-11,2012,5,11
3111,12695.35,2012-05-14,2012,5,14
3112,12632.0,2012-05-15,2012,5,15
3113,12598.55,2012-05-16,2012,5,16
3114,12442.49,2012-05-17,2012,5,17
3115,12369.38,2012-05-18,2012,5,18
3116,12504.48,2012-05-21,2012,5,21
3117,12502.81,2012-05-22,2012,5,22
3118,12496.15,2012-05-23,2012,5,23
3119,12529.75,2012-05-24,2012,5,24
3120,12454.83,2012-05-25,2012,5,25
3121,12580.69,2012-05-29,2012,5,29
3122,12419.86,2012-05-30,2012,5,30
3123,12393.45,2012-05-31,2012,5,31
3124,12118.57,2012-06-01,2012,6,1
3125,12101.46,2012-06-04,2012,6,4
3126,12127.95,2012-06-05,2012,6,5
3127,12414.79,2012-06-06,2012,6,6
3128,12460.96,2012-06-07,2012,6,7
3129,12554.2,2012-06-08,2012,6,8
3130,12411.23,2012-06-11,2012,6,11
3131,12573.8,2012-06-12,2012,6,12
3132,12496.38,2012-06-13,2012,6,13
3133,12651.91,2012-06-14,2012,6,14
3134,12767.17,2012-06-15,2012,6,15
3135,12741.82,2012-06-18,2012,6,18
3136,12837.33,2012-06-19,2012,6,19
3137,12824.39,2012-06-20,2012,6,20
3138,12573.57,2012-06-21,2012,6,21
3139,12640.78,2012-06-22,2012,6,22
3140,12502.66,2012-06-25,2012,6,25
3141,12534.67,2012-06-26,2012,6,26
3142,12627.01,2012-06-27,2012,6,27
3143,12602.26,2012-06-28,2012,6,28
3144,12880.09,2012-06-29,2012,6,29
3145,12871.39,2012-07-02,2012,7,2
3146,12943.66,2012-07-03,2012,7,3
3147,12896.67,2012-07-05,2012,7,5
3148,12772.47,2012-07-06,2012,7,6
3149,12736.29,2012-07-09,2012,7,9
3150,12653.12,2012-07-10,2012,7,10
3151,12604.53,2012-07-11,2012,7,11
3152,12573.27,2012-07-12,2012,7,12
3153,12777.09,2012-07-13,2012,7,13
3154,12727.21,2012-07-16,2012,7,16
3155,12805.54,2012-07-17,2012,7,17
3156,12908.7,2012-07-18,2012,7,18
3157,12943.36,2012-07-19,2012,7,19
3158,12822.57,2012-07-20,2012,7,20
3159,12721.46,2012-07-23,2012,7,23
3160,12617.32,2012-07-24,2012,7,24
3161,12676.05,2012-07-25,2012,7,25
3162,12887.93,2012-07-26,2012,7,26
3163,13075.66,2012-07-27,2012,7,27
3164,13073.01,2012-07-30,2012,7,30
3165,13008.68,2012-07-31,2012,7,31
3166,12976.13,2012-08-01,2012,8,1
3167,12878.88,2012-08-02,2012,8,2
3168,13096.17,2012-08-03,2012,8,3
3169,13117.51,2012-08-06,2012,8,6
3170,13168.6,2012-08-07,2012,8,7
3171,13175.64,2012-08-08,2012,8,8
3172,13165.19,2012-08-09,2012,8,9
3173,13207.95,2012-08-10,2012,8,10
3174,13169.43,2012-08-13,2012,8,13
3175,13172.14,2012-08-14,2012,8,14
3176,13164.78,2012-08-15,2012,8,15
3177,13250.11,2012-08-16,2012,8,16
3178,13275.2,2012-08-17,2012,8,17
3179,13271.64,2012-08-20,2012,8,20
3180,13203.58,2012-08-21,2012,8,21
3181,13172.76,2012-08-22,2012,8,22
3182,13057.46,2012-08-23,2012,8,23
3183,13157.97,2012-08-24,2012,8,24
3184,13124.67,2012-08-27,2012,8,27
3185,13102.99,2012-08-28,2012,8,28
3186,13107.48,2012-08-29,2012,8,29
3187,13000.71,2012-08-30,2012,8,30
3188,13090.84,2012-08-31,2012,8,31
3189,13035.94,2012-09-04,2012,9,4
3190,13047.48,2012-09-05,2012,9,5
3191,13292.0,2012-09-06,2012,9,6
3192,13306.64,2012-09-07,2012,9,7
3193,13254.29,2012-09-10,2012,9,10
3194,13323.36,2012-09-11,2012,9,11
3195,13333.35,2012-09-12,2012,9,12
3196,13539.86,2012-09-13,2012,9,13
3197,13593.37,2012-09-14,2012,9,14
3198,13553.1,2012-09-17,2012,9,17
3199,13564.64,2012-09-18,2012,9,18
3200,13577.96,2012-09-19,2012,9,19
3201,13596.93,2012-09-20,2012,9,20
3202,13579.47,2012-09-21,2012,9,21
3203,13558.92,2012-09-24,2012,9,24
3204,13457.55,2012-09-25,2012,9,25
3205,13413.51,2012-09-26,2012,9,26
3206,13485.97,2012-09-27,2012,9,27
3207,13437.13,2012-09-28,2012,9,28
3208,13515.11,2012-10-01,2012,10,1
3209,13482.36,2012-10-02,2012,10,2
3210,13494.61,2012-10-03,2012,10,3
3211,13575.36,2012-10-04,2012,10,4
3212,13610.15,2012-10-05,2012,10,5
3213,13583.65,2012-10-08,2012,10,8
3214,13473.53,2012-10-09,2012,10,9
3215,13344.97,2012-10-10,2012,10,10
3216,13326.39,2012-10-11,2012,10,11
3217,13328.85,2012-10-12,2012,10,12
3218,13424.23,2012-10-15,2012,10,15
3219,13551.78,2012-10-16,2012,10,16
3220,13557.0,2012-10-17,2012,10,17
3221,13548.94,2012-10-18,2012,10,18
3222,13343.51,2012-10-19,2012,10,19
3223,13345.89,2012-10-22,2012,10,22
3224,13102.53,2012-10-23,2012,10,23
3225,13077.34,2012-10-24,2012,10,24
3226,13103.68,2012-10-25,2012,10,25
3227,13107.21,2012-10-26,2012,10,26
3228,13096.46,2012-10-31,2012,10,31
3229,13232.62,2012-11-01,2012,11,1
3230,13093.16,2012-11-02,2012,11,2
3231,13112.44,2012-11-05,2012,11,5
3232,13245.68,2012-11-06,2012,11,6
3233,12932.73,2012-11-07,2012,11,7
3234,12811.32,2012-11-08,2012,11,8
3235,12815.39,2012-11-09,2012,11,9
3236,12815.08,2012-11-12,2012,11,12
3237,12756.18,2012-11-13,2012,11,13
3238,12570.95,2012-11-14,2012,11,14
3239,12542.38,2012-11-15,2012,11,15
3240,12588.31,2012-11-16,2012,11,16
3241,12795.96,2012-11-19,2012,11,19
3242,12788.51,2012-11-20,2012,11,20
3243,12836.89,2012-11-21,2012,11,21
3244,13009.68,2012-11-23,2012,11,23
3245,12967.37,2012-11-26,2012,11,26
3246,12878.13,2012-11-27,2012,11,27
3247,12985.11,2012-11-28,2012,11,28
3248,13021.82,2012-11-29,2012,11,29
3249,13025.58,2012-11-30,2012,11,30
3250,12965.6,2012-12-03,2012,12,3
3251,12951.78,2012-12-04,2012,12,4
3252,13034.49,2012-12-05,2012,12,5
3253,13074.04,2012-12-06,2012,12,6
3254,13155.13,2012-12-07,2012,12,7
3255,13169.88,2012-12-10,2012,12,10
3256,13248.44,2012-12-11,2012,12,11
3257,13245.45,2012-12-12,2012,12,12
3258,13170.72,2012-12-13,2012,12,13
3259,13135.01,2012-12-14,2012,12,14
3260,13235.39,2012-12-17,2012,12,17
3261,13350.96,2012-12-18,2012,12,18
3262,13251.97,2012-12-19,2012,12,19
3263,13311.72,2012-12-20,2012,12,20
3264,13190.84,2012-12-21,2012,12,21
3265,13139.08,2012-12-24,2012,12,24
3266,13114.59,2012-12-26,2012,12,26
3267,13096.31,2012-12-27,2012,12,27
3268,12938.11,2012-12-28,2012,12,28
3269,13104.14,2012-12-31,2012,12,31
3270,13412.55,2013-01-02,2013,1,2
3271,13391.36,2013-01-03,2013,1,3
3272,13435.21,2013-01-04,2013,1,4
3273,13384.29,2013-01-07,2013,1,7
3274,13328.85,2013-01-08,2013,1,8
3275,13390.51,2013-01-09,2013,1,9
3276,13471.22,2013-01-10,2013,1,10
3277,13488.43,2013-01-11,2013,1,11
3278,13507.32,2013-01-14,2013,1,14
3279,13534.89,2013-01-15,2013,1,15
3280,13511.23,2013-01-16,2013,1,16
3281,13596.02,2013-01-17,2013,1,17
3282,13649.7,2013-01-18,2013,1,18
3283,13712.21,2013-01-22,2013,1,22
3284,13779.33,2013-01-23,2013,1,23
3285,13825.33,2013-01-24,2013,1,24
3286,13895.98,2013-01-25,2013,1,25
3287,13881.93,2013-01-28,2013,1,28
3288,13954.42,2013-01-29,2013,1,29
3289,13910.42,2013-01-30,2013,1,30
3290,13860.58,2013-01-31,2013,1,31
3291,14009.79,2013-02-01,2013,2,1
3292,13880.08,2013-02-04,2013,2,4
3293,13979.3,2013-02-05,2013,2,5
3294,13986.52,2013-02-06,2013,2,6
3295,13944.05,2013-02-07,2013,2,7
3296,13992.97,2013-02-08,2013,2,8
3297,13971.24,2013-02-11,2013,2,11
3298,14018.7,2013-02-12,2013,2,12
3299,13982.91,2013-02-13,2013,2,13
3300,13973.39,2013-02-14,2013,2,14
3301,13981.76,2013-02-15,2013,2,15
3302,14035.67,2013-02-19,2013,2,19
3303,13927.54,2013-02-20,2013,2,20
3304,13880.62,2013-02-21,2013,2,21
3305,14000.57,2013-02-22,2013,2,22
3306,13784.17,2013-02-25,2013,2,25
3307,13900.13,2013-02-26,2013,2,26
3308,14075.37,2013-02-27,2013,2,27
3309,14054.49,2013-02-28,2013,2,28
3310,14089.66,2013-03-01,2013,3,1
3311,14127.82,2013-03-04,2013,3,4
3312,14253.77,2013-03-05,2013,3,5
3313,14296.24,2013-03-06,2013,3,6
3314,14329.49,2013-03-07,2013,3,7
3315,14397.07,2013-03-08,2013,3,8
3316,14447.29,2013-03-11,2013,3,11
3317,14450.06,2013-03-12,2013,3,12
3318,14455.28,2013-03-13,2013,3,13
3319,14539.14,2013-03-14,2013,3,14
3320,14514.11,2013-03-15,2013,3,15
3321,14452.06,2013-03-18,2013,3,18
3322,14455.82,2013-03-19,2013,3,19
3323,14511.73,2013-03-20,2013,3,20
3324,14421.49,2013-03-21,2013,3,21
3325,14512.03,2013-03-22,2013,3,22
3326,14447.75,2013-03-25,2013,3,25
3327,14559.65,2013-03-26,2013,3,26
3328,14526.16,2013-03-27,2013,3,27
3329,14578.54,2013-03-28,2013,3,28
3330,14572.85,2013-04-01,2013,4,1
3331,14662.01,2013-04-02,2013,4,2
3332,14550.35,2013-04-03,2013,4,3
3333,14606.11,2013-04-04,2013,4,4
3334,14565.25,2013-04-05,2013,4,5
3335,14613.48,2013-04-08,2013,4,8
3336,14673.46,2013-04-09,2013,4,9
3337,14802.24,2013-04-10,2013,4,10
3338,14865.14,2013-04-11,2013,4,11
3339,14865.06,2013-04-12,2013,4,12
3340,14599.2,2013-04-15,2013,4,15
3341,14756.78,2013-04-16,2013,4,16
3342,14618.59,2013-04-17,2013,4,17
3343,14537.14,2013-04-18,2013,4,18
3344,14547.51,2013-04-19,2013,4,19
3345,14567.17,2013-04-22,2013,4,22
3346,14719.46,2013-04-23,2013,4,23
3347,14676.3,2013-04-24,2013,4,24
3348,14700.8,2013-04-25,2013,4,25
3349,14712.55,2013-04-26,2013,4,26
3350,14818.75,2013-04-29,2013,4,29
3351,14839.8,2013-04-30,2013,4,30
3352,14700.95,2013-05-01,2013,5,1
3353,14831.58,2013-05-02,2013,5,2
3354,14973.96,2013-05-03,2013,5,3
3355,14968.89,2013-05-06,2013,5,6
3356,15056.2,2013-05-07,2013,5,7
3357,15105.12,2013-05-08,2013,5,8
3358,15082.62,2013-05-09,2013,5,9
3359,15118.49,2013-05-10,2013,5,10
3360,15091.68,2013-05-13,2013,5,13
3361,15215.25,2013-05-14,2013,5,14
3362,15275.69,2013-05-15,2013,5,15
3363,15233.22,2013-05-16,2013,5,16
3364,15354.4,2013-05-17,2013,5,17
3365,15335.28,2013-05-20,2013,5,20
3366,15387.58,2013-05-21,2013,5,21
3367,15307.17,2013-05-22,2013,5,22
3368,15294.5,2013-05-23,2013,5,23
3369,15303.1,2013-05-24,2013,5,24
3370,15409.39,2013-05-28,2013,5,28
3371,15302.8,2013-05-29,2013,5,29
3372,15324.53,2013-05-30,2013,5,30
3373,15115.57,2013-05-31,2013,5,31
3374,15254.03,2013-06-03,2013,6,3
3375,15177.54,2013-06-04,2013,6,4
3376,14960.59,2013-06-05,2013,6,5
3377,15040.62,2013-06-06,2013,6,6
3378,15248.12,2013-06-07,2013,6,7
3379,15238.59,2013-06-10,2013,6,10
3380,15122.02,2013-06-11,2013,6,11
3381,14995.23,2013-06-12,2013,6,12
3382,15176.08,2013-06-13,2013,6,13
3383,15070.18,2013-06-14,2013,6,14
3384,15179.85,2013-06-17,2013,6,17
3385,15318.23,2013-06-18,2013,6,18
3386,15112.19,2013-06-19,2013,6,19
3387,14758.32,2013-06-20,2013,6,20
3388,14799.4,2013-06-21,2013,6,21
3389,14659.56,2013-06-24,2013,6,24
3390,14760.31,2013-06-25,2013,6,25
3391,14910.14,2013-06-26,2013,6,26
3392,15024.49,2013-06-27,2013,6,27
3393,14909.6,2013-06-28,2013,6,28
3394,14974.96,2013-07-01,2013,7,1
3395,14932.41,2013-07-02,2013,7,2
3396,14988.55,2013-07-03,2013,7,3
3397,15135.84,2013-07-05,2013,7,5
3398,15224.69,2013-07-08,2013,7,8
3399,15300.34,2013-07-09,2013,7,9
3400,15291.66,2013-07-10,2013,7,10
3401,15460.92,2013-07-11,2013,7,11
3402,15464.3,2013-07-12,2013,7,12
3403,15484.26,2013-07-15,2013,7,15
3404,15451.85,2013-07-16,2013,7,16
3405,15470.52,2013-07-17,2013,7,17
3406,15548.54,2013-07-18,2013,7,18
